name;id;raise;re-raise;try;handlers;size
is_platform_windows;0;0;0;0;0;1
is_platform_linux;1;0;0;0;0;1
is_platform_mac;2;0;0;0;0;1
build_extensions;3;0;0;0;0;14
initialize_options;4;0;0;0;0;20
finalize_options;5;0;0;0;0;1
run;6;0;0;2;2;4
initialize_options;7;0;0;0;0;1
run;8;0;0;0;0;5
check_cython_extensions;9;1;0;0;0;3
build_extensions;10;0;0;0;0;2
build_extension;11;0;0;0;0;1
initialize_options;12;0;0;0;0;1
finalize_options;13;0;0;0;0;1
run;14;0;0;0;0;1
get_tag;15;0;0;0;0;4
srcpath;16;0;0;0;0;1
pxd;17;0;0;0;0;1
get_root;18;1;0;1;1;18
get_config_from_root;19;0;0;0;0;17
register_vcs_handler;20;0;0;0;0;4
run_command;21;0;0;1;1;15
git_get_keywords;22;0;0;1;1;13
git_versions_from_keywords;23;2;0;0;0;19
git_pieces_from_vcs;24;3;0;0;0;36
do_vcs_install;25;0;0;2;2;24
versions_from_parentdir;26;1;0;0;0;5
versions_from_file;27;1;1;1;1;6
write_to_version_file;28;0;0;0;0;5
plus_or_dot;29;0;0;0;0;3
render_pep440;30;0;0;0;0;7
render_pep440_pre;31;0;0;0;0;4
render_pep440_post;32;0;0;0;0;9
render_pep440_old;33;0;0;0;0;6
render_git_describe;34;0;0;0;0;5
render_git_describe_long;35;0;0;0;0;5
render;36;1;0;0;0;10
get_versions;37;0;0;4;4;33
get_version;38;0;0;0;0;1
get_cmdclass;39;0;0;0;0;46
do_setup;40;0;0;3;3;40
scan_setup_py;41;0;0;0;0;27
pytest_addoption;42;0;0;0;0;4
pytest_runtest_setup;43;0;0;0;0;8
configure_tests;44;0;0;0;0;2
add_imports;45;0;0;0;0;3
spmatrix;46;0;0;0;0;3
ip;47;0;0;0;0;2
get_keywords;48;0;0;0;0;4
get_config;49;0;0;0;0;8
register_vcs_handler;50;0;0;0;0;4
run_command;51;0;0;1;1;15
versions_from_parentdir;52;1;0;0;0;5
git_get_keywords;53;0;0;1;1;13
git_versions_from_keywords;54;2;0;0;0;19
git_pieces_from_vcs;55;3;0;0;0;36
plus_or_dot;56;0;0;0;0;3
render_pep440;57;0;0;0;0;7
render_pep440_pre;58;0;0;0;0;4
render_pep440_post;59;0;0;0;0;9
render_pep440_old;60;0;0;0;0;6
render_git_describe;61;0;0;0;0;5
render_git_describe_long;62;0;0;0;0;5
render;63;1;0;0;0;10
get_versions;64;0;0;4;4;14
set_use_numexpr;65;0;0;0;0;2
_mpl_le_1_2_1;66;0;0;1;1;2
_mpl_ge_1_3_1;67;0;0;1;1;2
_mpl_ge_1_4_0;68;0;0;1;1;2
_mpl_ge_1_5_0;69;0;0;1;1;2
_mpl_ge_2_0_0;70;0;0;1;1;2
_mpl_le_2_0_0;71;0;0;1;1;2
_mpl_ge_2_0_1;72;0;0;1;1;2
_mpl_ge_2_1_0;73;0;0;1;1;2
_get_standard_colors;74;3;1;3;3;38
__init__;75;0;0;0;0;2
_warn_if_deprecated;76;0;0;0;0;1
__getitem__;77;1;0;0;0;4
__setitem__;78;0;0;0;0;3
__delitem__;79;1;0;0;0;3
__contains__;80;0;0;0;0;2
reset;81;0;0;0;0;2
_get_canonical_key;82;0;0;0;0;1
use;83;0;0;0;0;4
register;84;0;0;0;0;6
_to_ordinalf;85;0;0;0;0;2
time2num;86;1;0;0;0;8
convert;87;0;0;0;0;10
axisinfo;88;0;0;0;0;4
default_units;89;0;0;0;0;1
__init__;90;0;0;0;0;1
__call__;91;0;0;0;0;10
convert;92;0;0;0;0;4
_convert_1d;93;1;0;0;0;16
get_datevalue;94;1;0;0;0;10
_dt_to_float_ordinal;95;0;0;0;0;5
convert;96;0;0;0;0;4
_convert_1d;97;0;0;2;2;27
axisinfo;98;0;0;0;0;6
__init__;99;0;0;0;0;5
get_locator;100;0;0;0;0;12
_get_unit;101;0;0;0;0;1
__init__;102;0;0;0;0;2
_get_unit;103;0;0;0;0;1
get_unit_generic;104;0;0;0;0;3
__call__;105;1;0;2;2;21
_get_interval;106;0;0;0;0;1
autoscale;107;0;0;0;0;6
_from_ordinal;108;0;0;0;0;12
_get_default_annual_spacing;109;0;0;0;0;9
period_break;110;0;0;0;0;3
has_level_label;111;0;0;0;0;2
_daily_finder;112;2;0;0;0;150
_monthly_finder;113;0;0;0;0;42
_quarterly_finder;114;0;0;0;0;30
_annual_finder;115;0;0;0;0;12
get_finder;116;1;0;0;0;9
__init__;117;0;0;0;0;10
_get_default_locs;118;0;0;0;0;4
__call__;119;0;0;0;0;11
autoscale;120;0;0;0;0;6
__init__;121;0;0;0;0;11
_set_default_format;122;0;0;0;0;6
set_locs;123;0;0;0;0;6
__call__;124;0;0;0;0;3
format_timedelta_ticks;125;0;0;0;0;9
__call__;126;0;0;0;0;4
tsplot;127;0;0;0;0;7
_maybe_resample;128;2;0;0;0;19
_is_sub;129;0;0;0;0;1
_is_sup;130;0;0;0;0;1
_upsample_others;131;0;0;0;0;16
_replot_ax;132;0;0;0;0;15
_decorate_axes;133;0;0;0;0;10
_get_ax_freq;134;0;0;0;0;9
_get_freq;135;0;0;0;0;9
_use_dynamic_x;136;0;0;0;0;17
_get_index_freq;137;0;0;0;0;5
_maybe_convert_index;138;1;0;0;0;11
format_timedelta_ticks;139;0;0;0;0;9
format_dateaxis;140;1;0;0;0;14
format_date_labels;141;0;0;1;1;6
table;142;1;0;0;0;10
_get_layout;143;3;0;1;1;20
_subplots;144;1;0;0;0;34
_remove_labels_from_axis;145;0;1;1;1;10
_handle_shared_axes;146;0;0;1;1;10
_flatten;147;0;0;0;0;5
_get_all_lines;148;0;0;0;0;6
_get_xlim;149;0;0;0;0;5
_set_ticks_props;150;0;0;0;0;6
scatter_matrix;151;0;0;0;0;46
_get_marker_compat;152;0;0;0;0;3
radviz;153;0;0;0;0;32
andrews_curves;154;0;0;0;0;31
bootstrap_plot;155;0;0;0;0;35
parallel_coordinates;156;3;0;0;0;38
lag_plot;157;0;0;0;0;9
autocorrelation_plot;158;0;0;0;0;21
_setup;159;0;0;0;0;2
_get_standard_kind;160;0;0;0;0;1
_gca;161;0;0;0;0;2
_gcf;162;0;0;0;0;1
_kind;163;1;0;0;0;1
__init__;164;1;0;0;0;47
_validate_color_args;165;1;0;0;0;14
_iter_data;166;0;0;0;0;3
nseries;167;0;0;0;0;2
draw;168;0;0;0;0;1
generate;169;0;0;0;0;9
_args_adjust;170;0;0;0;0;1
_has_plotted_object;171;0;0;0;0;1
_maybe_right_yaxis;172;0;0;0;0;13
_setup_subplots;173;0;0;0;0;11
result;174;0;0;0;0;7
